t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
2176140,18,0,0.8861,1.0,79.0,61.5,0,0
2176240,0,2,1.0,0.9837,79.0,61.5,0,0
2176340,20,0,0.8734,1.0,79.0,61.5,0,0
2176440,0,19,1.0,0.8455,79.0,61.5,0,0
2176540,0,0,1.0,1.0,79.0,61.5,0,0
2176640,0,0,1.0,1.0,79.0,61.5,0,0
2176740,0,0,1.0,1.0,79.0,61.5,0,0
2176840,0,2,1.0,0.9837,79.0,61.5,0,0
2176940,2,0,0.9873,1.0,79.0,61.5,0,0
2177040,5,10,0.9684,0.9187,79.0,61.5,0,0
2177140,20,118,0.8734,0.0407,79.0,61.5,0,1
2177240,0,0,1.0,1.0,79.0,61.5,0,0
2177340,3,0,0.981,1.0,79.0,61.5,0,0
2177440,0,16,1.0,0.8699,80.5,61.5,0,0
2177540,0,9,1.0,0.9268,80.5,61.5,0,0
2177640,16,2,0.9161,0.9837,80.5,61.5,0,0
2177740,0,0,1.0,1.0,80.5,61.5,0,0
2177840,22,8,0.8774,0.935,80.5,61.5,0,0
2177940,26,18,0.8516,0.8537,80.5,61.5,0,0
2178040,7,0,0.9742,1.0,80.5,61.5,0,0
2178140,18,2,0.9032,0.9837,80.5,61.5,0,0
2178240,0,0,1.0,1.0,80.5,61.5,0,0
2178340,0,18,1.0,0.8537,80.5,61.5,0,0
2178440,0,0,1.0,1.0,80.5,61.5,0,0
2178540,0,74,1.0,0.3984,80.5,61.5,0,1
2178640,20,3,0.8903,0.9756,80.5,61.5,0,0
2178740,18,8,0.9032,0.935,80.5,61.5,0,0
2178840,3,0,1.0,1.0,80.5,61.5,0,0
2178940,0,23,1.0,0.813,80.5,61.5,0,0
2179040,6,0,0.9806,1.0,80.5,61.5,0,0
2179140,16,0,0.9161,1.0,80.5,61.5,0,0
2179240,6,0,0.9806,1.0,80.5,61.5,0,0
2179340,0,11,1.0,0.9106,80.5,61.5,0,0
2179440,2,0,1.0,1.0,80.5,61.5,0,0
2179540,16,0,0.9161,1.0,80.5,61.5,0,0
2179640,0,11,1.0,0.9106,80.5,61.5,0,0
2179740,59,0,0.6387,1.0,80.5,61.5,0,0
2179840,10,32,0.9548,0.7398,80.5,61.5,0,0
2179940,0,18,1.0,0.8537,80.5,61.5,0,0
2180040,32,26,0.8129,0.7886,80.5,61.5,0,0
2180140,2213,1400,0.0,0.0,80.5,61.5,1,1
2180240,3701,3649,0.0,0.0,80.5,61.5,1,1
2180340,3899,3838,0.0,0.0,80.5,61.5,1,1
2180440,4095,4055,0.0,0.0,80.5,61.5,1,1
2180540,4095,4061,0.0,0.0,80.5,61.5,1,1
2180640,4080,3959,0.0,0.0,80.5,61.5,1,1
2180740,4095,4071,0.0,0.0,80.5,61.5,1,1
2180840,4095,4064,0.0,0.0,80.5,61.5,1,1
2180940,4095,4094,0.0,0.0,80.5,61.5,1,1
2181040,4095,4090,0.0,0.0,80.5,61.5,1,1
2181140,4095,4036,0.0,0.0,80.5,61.5,1,1
2181240,4095,4095,0.0,0.0,80.5,61.5,1,1
2181340,4095,4095,0.0,0.0,80.5,61.5,1,1
2181440,4095,4058,0.0,0.0,80.5,61.5,1,1
2181540,4081,3967,0.0,0.0,80.5,61.5,1,1
2181640,4095,4090,0.0,0.0,80.5,61.5,1,1
2181740,4095,4095,0.0,0.0,80.5,61.5,1,1
2181840,4095,4095,0.0,0.0,80.5,61.5,1,1
2181940,4095,4095,0.0,0.0,80.5,61.5,1,1
2182040,4095,4095,0.0,0.0,80.5,61.5,1,1
2182140,4095,4095,0.0,0.0,80.5,61.5,1,1
2182240,4095,4095,0.0,0.0,80.5,61.5,1,1
2182340,4095,4095,0.0,0.0,80.5,61.5,1,1
2182440,4095,4095,0.0,0.0,80.5,61.5,1,1
2182540,4095,4095,0.0,0.0,80.5,61.5,1,1
2182640,4095,4095,0.0,0.0,80.5,61.5,1,1
2182740,4095,4095,0.0,0.0,80.5,61.5,1,1
2182840,4095,4095,0.0,0.0,80.5,61.5,1,1
2182940,4095,4095,0.0,0.0,80.5,61.5,1,1
2183040,4095,4082,0.0,0.0,80.5,61.5,1,1
2183140,4095,4073,0.0,0.0,80.5,61.5,1,1
2183240,4095,4092,0.0,0.0,80.5,61.5,1,1
2183340,4095,4095,0.0,0.0,80.5,61.5,1,1
2183440,4095,4095,0.0,0.0,80.5,61.5,1,1
2183540,4095,4095,0.0,0.0,80.5,61.5,1,1
2183640,4095,4095,0.0,0.0,80.5,61.5,1,1
2183740,4095,4095,0.0,0.0,80.5,61.5,1,1
2183840,4095,4095,0.0,0.0,80.5,61.5,1,1
2183940,4095,4095,0.0,0.0,80.5,61.5,1,1
2184040,4095,4095,0.0,0.0,80.5,61.5,1,1
2184140,4095,4095,0.0,0.0,80.5,61.5,1,1
2184240,4095,4095,0.0,0.0,80.5,61.5,1,1
2184340,4095,4095,0.0,0.0,80.5,61.5,1,1
2184440,4095,4095,0.0,0.0,80.5,61.5,1,1
2184540,4095,4055,0.0,0.0,80.5,61.5,1,1
2184640,4095,4095,0.0,0.0,80.5,61.5,1,1
2184740,4095,4095,0.0,0.0,80.5,61.5,1,1
2184840,4095,4095,0.0,0.0,80.5,61.5,1,1
2184940,4095,4035,0.0,0.0,80.5,61.5,1,1
2185040,4095,4095,0.0,0.0,80.5,61.5,1,1
2185140,4095,4095,0.0,0.0,80.5,61.5,1,1
2185240,4095,4095,0.0,0.0,80.5,61.5,1,1
2185340,4091,4095,0.0,0.0,80.5,61.5,1,1
2185440,4095,4095,0.0,0.0,80.5,61.5,1,1
2185540,4095,4095,0.0,0.0,80.5,61.5,1,1
2185640,4095,4035,0.0,0.0,80.5,61.5,1,1
2185740,4095,4095,0.0,0.0,80.5,61.5,1,1
2185840,4095,4086,0.0,0.0,80.5,61.5,1,1
2185940,4095,4095,0.0,0.0,80.5,61.5,1,1
2186040,4095,4095,0.0,0.0,80.5,61.5,1,1
2186140,4095,4095,0.0,0.0,80.5,61.5,1,1
2186240,4095,4095,0.0,0.0,80.5,61.5,1,1
2186340,4095,4095,0.0,0.0,80.5,61.5,1,1
2186440,4095,4089,0.0,0.0,80.5,61.5,1,1
2186540,4095,4051,0.0,0.0,80.5,61.5,1,1
2186640,4095,4090,0.0,0.0,80.5,61.5,1,1
2186740,4095,4095,0.0,0.0,80.5,61.5,1,1
2186840,4095,4095,0.0,0.0,80.5,61.5,1,1
2186940,4095,4093,0.0,0.0,80.5,61.5,1,1
2187040,4095,4095,0.0,0.0,80.5,61.5,1,1
2187140,4095,4095,0.0,0.0,80.5,61.5,1,1
2187240,4095,4083,0.0,0.0,80.5,61.5,1,1
2187340,4080,4095,0.0,0.0,80.5,61.5,1,1
2187440,4095,4095,0.0,0.0,80.5,61.5,1,1
2187540,4095,4095,0.0,0.0,80.5,61.5,1,1
2187640,4095,4095,0.0,0.0,80.5,61.5,1,1
2187740,4094,4095,0.0,0.0,80.5,61.5,1,1
2187840,4095,4095,0.0,0.0,80.5,61.5,1,1
2187940,4095,4095,0.0,0.0,80.5,61.5,1,1
2188040,4095,4095,0.0,0.0,80.5,61.5,1,1
2188140,4095,4095,0.0,0.0,80.5,61.5,1,1
2188240,4095,4095,0.0,0.0,80.5,61.5,1,1
2188340,4095,4031,0.0,0.0,80.5,61.5,1,1
2188440,4095,4095,0.0,0.0,80.5,61.5,1,1
2188540,4095,4059,0.0,0.0,80.5,61.5,1,1
2188640,4095,4095,0.0,0.0,80.5,61.5,1,1
2188740,4095,4095,0.0,0.0,80.5,61.5,1,1
2188840,4095,3808,0.0,0.0,80.5,61.5,1,1
2188940,4095,4076,0.0,0.0,80.5,61.5,1,1
2189040,4030,4095,0.0,0.0,80.5,61.5,1,1
2189140,4095,4086,0.0,0.0,80.5,61.5,1,1
2189240,4095,4095,0.0,0.0,80.5,61.5,1,1
2189340,4095,4080,0.0,0.0,80.5,61.5,1,1
2189440,4095,4095,0.0,0.0,80.5,61.5,1,1
2189540,4095,4080,0.0,0.0,80.5,61.5,1,1
2189640,4095,4058,0.0,0.0,80.5,61.5,1,1
2189740,4095,4095,0.0,0.0,80.5,61.5,1,1
2189840,4095,4095,0.0,0.0,80.5,61.5,1,1
2189940,4095,4061,0.0,0.0,80.5,61.5,1,1
2190040,4095,4093,0.0,0.0,80.5,61.5,1,1
2190140,4095,4095,0.0,0.0,80.5,61.5,1,1
2190240,4095,4095,0.0,0.0,80.5,61.5,1,1
2190340,4095,4093,0.0,0.0,80.5,61.5,1,1
2190440,4095,4033,0.0,0.0,80.5,61.5,1,1
2190540,4095,4044,0.0,0.0,80.5,61.5,1,1
2190640,4095,4095,0.0,0.0,80.5,61.5,1,1
2190740,4095,4095,0.0,0.0,80.5,61.5,1,1
2190840,4095,4095,0.0,0.0,80.5,61.5,1,1
2190940,4095,4086,0.0,0.0,80.5,61.5,1,1
2191040,4095,4071,0.0,0.0,80.5,61.5,1,1
2191140,4095,4095,0.0,0.0,80.5,61.5,1,1
2191240,4095,4095,0.0,0.0,80.5,61.5,1,1
2191340,4095,4086,0.0,0.0,80.5,61.5,1,1
2191440,4095,4090,0.0,0.0,80.5,61.5,1,1
2191540,4095,3995,0.0,0.0,80.5,61.5,1,1
2191640,4095,4095,0.0,0.0,80.5,61.5,1,1
2191740,4095,4095,0.0,0.0,80.5,61.5,1,1
2191840,4095,4095,0.0,0.0,80.5,61.5,1,1
2191940,4095,4080,0.0,0.0,80.5,61.5,1,1
2192040,4095,4095,0.0,0.0,80.5,61.5,1,1
2192140,4095,4095,0.0,0.0,80.5,61.5,1,1
2192240,4095,4095,0.0,0.0,80.5,61.5,1,1
2192340,4095,4095,0.0,0.0,80.5,61.5,1,1
2192440,4095,4095,0.0,0.0,80.5,61.5,1,1
2192540,4095,4063,0.0,0.0,80.5,61.5,1,1
2192640,4095,4095,0.0,0.0,80.5,61.5,1,1
2192740,4095,4095,0.0,0.0,80.5,61.5,1,1
2192840,4095,4095,0.0,0.0,80.5,61.5,1,1
2192940,4095,4095,0.0,0.0,80.5,61.5,1,1
2193040,4095,4095,0.0,0.0,80.5,61.5,1,1
2193140,4095,4047,0.0,0.0,80.5,61.5,1,1
2193240,4095,4095,0.0,0.0,80.5,61.5,1,1
2193340,4095,4095,0.0,0.0,80.5,61.5,1,1
2193440,4095,4095,0.0,0.0,80.5,61.5,1,1
2193540,4095,4095,0.0,0.0,80.5,61.5,1,1
2193640,4095,4080,0.0,0.0,80.5,61.5,1,1
2193740,4095,4081,0.0,0.0,80.5,61.5,1,1
2193840,4095,4095,0.0,0.0,80.5,61.5,1,1
2193940,4095,4095,0.0,0.0,80.5,61.5,1,1
2194040,4095,4095,0.0,0.0,80.5,61.5,1,1
2194140,4095,4095,0.0,0.0,80.5,61.5,1,1
2194240,4095,4095,0.0,0.0,80.5,61.5,1,1
2194340,4095,4095,0.0,0.0,80.5,61.5,1,1
2194440,4095,4095,0.0,0.0,80.5,61.5,1,1
2194540,4095,4095,0.0,0.0,80.5,61.5,1,1
2194640,4095,4095,0.0,0.0,80.5,61.5,1,1
2194740,4095,4069,0.0,0.0,80.5,61.5,1,1
2194840,4095,4049,0.0,0.0,80.5,61.5,1,1
2194940,4095,4083,0.0,0.0,80.5,61.5,1,1
2195040,4095,4095,0.0,0.0,80.5,61.5,1,1
2195140,4095,4095,0.0,0.0,80.5,61.5,1,1
2195240,4095,4095,0.0,0.0,80.5,61.5,1,1
2195340,4095,4095,0.0,0.0,80.5,61.5,1,1
2195440,4095,4077,0.0,0.0,80.5,61.5,1,1
2195540,4095,4095,0.0,0.0,80.5,61.5,1,1
2195640,4095,4095,0.0,0.0,80.5,61.5,1,1
2195740,4095,4095,0.0,0.0,80.5,61.5,1,1
2195840,4095,4095,0.0,0.0,80.5,61.5,1,1
2195940,4095,4095,0.0,0.0,80.5,61.5,1,1
2196040,4095,4095,0.0,0.0,80.5,61.5,1,1
2196140,4095,4095,0.0,0.0,80.5,61.5,1,1
2196240,4095,4095,0.0,0.0,80.5,61.5,1,1
2196340,4095,4095,0.0,0.0,80.5,61.5,1,1
2196440,4095,4095,0.0,0.0,80.5,61.5,1,1
2196540,4095,4095,0.0,0.0,80.5,61.5,1,1
2196640,4095,4095,0.0,0.0,80.5,61.5,1,1
2196740,4095,4095,0.0,0.0,80.5,61.5,1,1
2196840,4095,4095,0.0,0.0,80.5,61.5,1,1
2196940,4095,4095,0.0,0.0,80.5,61.5,1,1
2197040,4095,4095,0.0,0.0,80.5,61.5,1,1
2197140,4095,4095,0.0,0.0,80.5,61.5,1,1
2197240,4095,4091,0.0,0.0,80.5,61.5,1,1
2197340,4095,4048,0.0,0.0,80.5,61.5,1,1
2197440,4095,4095,0.0,0.0,80.5,61.5,1,1
2197540,4095,4084,0.0,0.0,80.5,61.5,1,1
2197640,4095,4095,0.0,0.0,80.5,61.5,1,1
2197740,4095,4095,0.0,0.0,80.5,61.5,1,1
2197840,4095,4052,0.0,0.0,80.5,61.5,1,1
2197940,4095,4074,0.0,0.0,80.5,61.5,1,1
2198040,4095,4033,0.0,0.0,80.5,61.5,1,1
2198140,4095,4091,0.0,0.0,80.5,61.5,1,1
2198240,4095,4079,0.0,0.0,80.5,61.5,1,1
2198340,4095,4060,0.0,0.0,80.5,61.5,1,1
2198440,4087,4095,0.0,0.0,80.5,61.5,1,1
2198540,4095,4095,0.0,0.0,80.5,61.5,1,1
2198640,4095,4095,0.0,0.0,80.5,61.5,1,1
2198740,4095,4095,0.0,0.0,80.5,61.5,1,1
2198840,4095,4095,0.0,0.0,80.5,61.5,1,1
2198940,4095,4095,0.0,0.0,80.5,61.5,1,1
2199040,4095,4095,0.0,0.0,80.5,61.5,1,1
2199140,4095,4095,0.0,0.0,80.5,61.5,1,1
2199240,4095,4095,0.0,0.0,80.5,61.5,1,1
2199340,4095,4094,0.0,0.0,80.5,61.5,1,1
2199440,4095,4095,0.0,0.0,80.5,61.5,1,1
2199540,4095,4095,0.0,0.0,80.5,61.5,1,1
2199640,4095,4095,0.0,0.0,80.5,61.5,1,1
2199740,4095,4095,0.0,0.0,80.5,61.5,1,1
2199840,4095,4095,0.0,0.0,80.5,61.5,1,1
2199940,4095,4095,0.0,0.0,80.5,61.5,1,1
2200040,4095,4095,0.0,0.0,80.5,61.5,1,1
2200140,4095,4050,0.0,0.0,80.5,61.5,1,1
2200240,4095,4095,0.0,0.0,80.5,61.5,1,1
2200340,4095,4095,0.0,0.0,80.5,61.5,1,1
2200440,4095,4095,0.0,0.0,80.5,61.5,1,1
2200540,4095,4095,0.0,0.0,80.5,61.5,1,1
2200640,4095,4095,0.0,0.0,80.5,61.5,1,1
2200740,4095,4095,0.0,0.0,80.5,61.5,1,1
2200840,4095,4095,0.0,0.0,80.5,61.5,1,1
2200940,4095,4095,0.0,0.0,80.5,61.5,1,1
2201040,4095,4059,0.0,0.0,80.5,61.5,1,1
2201140,4095,4095,0.0,0.0,80.5,61.5,1,1
2201240,4095,4090,0.0,0.0,80.5,61.5,1,1
2201340,4095,4095,0.0,0.0,80.5,61.5,1,1
2201440,4095,4095,0.0,0.0,80.5,61.5,1,1
2201540,4095,4085,0.0,0.0,80.5,61.5,1,1
2201640,4095,4095,0.0,0.0,80.5,61.5,1,1
2201740,4095,4095,0.0,0.0,80.5,61.5,1,1
2201840,4095,4094,0.0,0.0,80.5,61.5,1,1
2201940,4095,4095,0.0,0.0,80.5,61.5,1,1
2202040,4095,4095,0.0,0.0,80.5,61.5,1,1
2202140,4080,4095,0.0,0.0,80.5,61.5,1,1
2202240,4095,4086,0.0,0.0,80.5,61.5,1,1
2202340,4095,4095,0.0,0.0,80.5,61.5,1,1
2202440,4095,4050,0.0,0.0,80.5,61.5,1,1
2202540,4095,4095,0.0,0.0,80.5,61.5,1,1
2202640,4095,4095,0.0,0.0,80.5,61.5,1,1
2202740,4095,4095,0.0,0.0,80.5,61.5,1,1
2202840,4095,4016,0.0,0.0,80.5,61.5,1,1
2202940,4095,4095,0.0,0.0,80.5,61.5,1,1
2203040,4095,4095,0.0,0.0,80.5,61.5,1,1
2203140,4075,4089,0.0,0.0,80.5,61.5,1,1
2203240,4095,4047,0.0,0.0,80.5,61.5,1,1
2203340,4095,4088,0.0,0.0,80.5,61.5,1,1
2203440,4095,4095,0.0,0.0,80.5,61.5,1,1
2203540,4095,4095,0.0,0.0,80.5,61.5,1,1
2203640,4095,4074,0.0,0.0,80.5,61.5,1,1
2203740,4095,4095,0.0,0.0,80.5,61.5,1,1
2203840,4095,4095,0.0,0.0,80.5,61.5,1,1
2203940,4095,4095,0.0,0.0,80.5,61.5,1,1
2204040,4095,4095,0.0,0.0,80.5,61.5,1,1
2204140,4095,4095,0.0,0.0,80.5,61.5,1,1
2204240,4095,4095,0.0,0.0,80.5,61.5,1,1
2204340,4095,4095,0.0,0.0,80.5,61.5,1,1
2204440,4095,4095,0.0,0.0,80.5,61.5,1,1
2204540,4095,4095,0.0,0.0,80.5,61.5,1,1
2204640,4095,4095,0.0,0.0,80.5,61.5,1,1
2204740,4095,4082,0.0,0.0,80.5,61.5,1,1
2204840,4095,4095,0.0,0.0,80.5,61.5,1,1
2204940,4095,4029,0.0,0.0,80.5,61.5,1,1
2205040,4095,4095,0.0,0.0,80.5,61.5,1,1
2205140,4095,4087,0.0,0.0,80.5,61.5,1,1
2205240,4095,4082,0.0,0.0,80.5,61.5,1,1
2205340,4095,4083,0.0,0.0,80.5,61.5,1,1
2205440,4095,4095,0.0,0.0,80.5,61.5,1,1
2205540,4095,4095,0.0,0.0,80.5,61.5,1,1
2205640,4095,4095,0.0,0.0,80.5,61.5,1,1
2205740,4095,4095,0.0,0.0,80.5,61.5,1,1
2205840,4095,4095,0.0,0.0,80.5,61.5,1,1
2205940,4095,4095,0.0,0.0,80.5,61.5,1,1
2206040,4095,4060,0.0,0.0,80.5,61.5,1,1
2206140,4082,4095,0.0,0.0,80.5,61.5,1,1
2206240,4095,4063,0.0,0.0,80.5,61.5,1,1
2206340,4095,4095,0.0,0.0,80.5,61.5,1,1
2206440,4095,4095,0.0,0.0,80.5,61.5,1,1
2206540,4095,4095,0.0,0.0,80.5,61.5,1,1
2206640,4095,4095,0.0,0.0,80.5,61.5,1,1
2206740,4095,4067,0.0,0.0,80.5,61.5,1,1
2206840,4095,4095,0.0,0.0,80.5,61.5,1,1
2206940,4095,4095,0.0,0.0,80.5,61.5,1,1
2207040,4095,4095,0.0,0.0,80.5,61.5,1,1
2207140,4095,4038,0.0,0.0,80.5,61.5,1,1
2207240,4079,4095,0.0,0.0,80.5,61.5,1,1
2207340,4095,4095,0.0,0.0,80.5,61.5,1,1
2207440,4095,4095,0.0,0.0,80.5,61.5,1,1
2207540,4095,4095,0.0,0.0,80.5,61.5,1,1
2207640,4095,4095,0.0,0.0,80.5,61.5,1,1
2207740,4095,4095,0.0,0.0,80.5,61.5,1,1
2207840,4095,4095,0.0,0.0,80.5,61.5,1,1
2207940,4095,4095,0.0,0.0,80.5,61.5,1,1
2208040,4095,4095,0.0,0.0,80.5,61.5,1,1
2208140,4095,4095,0.0,0.0,80.5,61.5,1,1
2208240,4095,4095,0.0,0.0,80.5,61.5,1,1
2208340,4095,4095,0.0,0.0,80.5,61.5,1,1
2208440,4095,4095,0.0,0.0,80.5,61.5,1,1
2208540,4095,4095,0.0,0.0,80.5,61.5,1,1
2208640,4095,4095,0.0,0.0,80.5,61.5,1,1
2208740,4095,4095,0.0,0.0,80.5,61.5,1,1
2208840,4095,4040,0.0,0.0,80.5,61.5,1,1
2208940,4095,4095,0.0,0.0,80.5,61.5,1,1
2209040,4095,4095,0.0,0.0,80.5,61.5,1,1
2209140,4095,4095,0.0,0.0,80.5,61.5,1,1
2209240,4095,4038,0.0,0.0,80.5,61.5,1,1
2209340,4095,4095,0.0,0.0,80.5,61.5,1,1
2209440,4095,4095,0.0,0.0,80.5,61.5,1,1
2209540,4095,4095,0.0,0.0,80.5,61.5,1,1
2209640,4095,4095,0.0,0.0,80.5,61.5,1,1
2209740,4095,4095,0.0,0.0,80.5,61.5,1,1
2209840,4095,4095,0.0,0.0,80.5,61.5,1,1
2209940,4095,4095,0.0,0.0,80.5,61.5,1,1
2210040,4095,4095,0.0,0.0,80.5,61.5,1,1
2210140,4095,4093,0.0,0.0,80.5,61.5,1,1
2210240,4095,4095,0.0,0.0,80.5,61.5,1,1
2210340,4095,4095,0.0,0.0,80.5,61.5,1,1
2210440,4095,4069,0.0,0.0,80.5,61.5,1,1
2210540,4095,4095,0.0,0.0,80.5,61.5,1,1
2210640,4095,4095,0.0,0.0,80.5,61.5,1,1
2210740,4087,4095,0.0,0.0,80.5,61.5,1,1
2210840,4095,4095,0.0,0.0,80.5,61.5,1,1
2210940,4095,4095,0.0,0.0,80.5,61.5,1,1
2211040,4095,4095,0.0,0.0,80.5,61.5,1,1
2211140,4095,4095,0.0,0.0,80.5,61.5,1,1
2211240,4095,4055,0.0,0.0,80.5,61.5,1,1
2211340,4095,4095,0.0,0.0,80.5,61.5,1,1
2211440,4095,4048,0.0,0.0,80.5,61.5,1,1
2211540,4095,4095,0.0,0.0,80.5,61.5,1,1
2211640,4095,4095,0.0,0.0,80.5,61.5,1,1
2211740,4095,4095,0.0,0.0,80.5,61.5,1,1
2211840,4071,4091,0.0,0.0,80.5,61.5,1,1
2211940,4095,4095,0.0,0.0,80.5,61.5,1,1
2212040,4095,4095,0.0,0.0,80.5,61.5,1,1
2212140,4095,4095,0.0,0.0,80.5,61.5,1,1
2212240,4095,4092,0.0,0.0,80.5,61.5,1,1
2212340,4095,4095,0.0,0.0,80.5,61.5,1,1
2212440,4095,4095,0.0,0.0,80.5,61.5,1,1
2212540,4095,4095,0.0,0.0,80.5,61.5,1,1
2212640,4095,4095,0.0,0.0,80.5,61.5,1,1
2212740,4095,3941,0.0,0.0,80.5,61.5,1,1
2212840,4095,4095,0.0,0.0,80.5,61.5,1,1
2212940,4095,4095,0.0,0.0,80.5,61.5,1,1
2213040,4095,4095,0.0,0.0,80.5,61.5,1,1
2213140,4095,4095,0.0,0.0,80.5,61.5,1,1
2213240,4095,4095,0.0,0.0,80.5,61.5,1,1
2213340,4095,4095,0.0,0.0,80.5,61.5,1,1
2213440,4095,4095,0.0,0.0,80.5,61.5,1,1
2213540,4095,4095,0.0,0.0,80.5,61.5,1,1
2213640,4095,4095,0.0,0.0,80.5,61.5,1,1
2213740,4095,4051,0.0,0.0,80.5,61.5,1,1
2213840,4095,4049,0.0,0.0,80.5,61.5,1,1
2213940,4095,4095,0.0,0.0,80.5,61.5,1,1
2214040,4095,4095,0.0,0.0,80.5,61.5,1,1
2214140,4095,4095,0.0,0.0,80.5,61.5,1,1
2214240,4095,4095,0.0,0.0,80.5,61.5,1,1
2214340,4095,4082,0.0,0.0,80.5,61.5,1,1
2214440,4095,4095,0.0,0.0,80.5,61.5,1,1
2214540,4095,4095,0.0,0.0,80.5,61.5,1,1
2214640,4095,4063,0.0,0.0,80.5,61.5,1,1
2214740,4095,4095,0.0,0.0,80.5,61.5,1,1
2214840,4095,4095,0.0,0.0,80.5,61.5,1,1
2214940,4095,4065,0.0,0.0,80.5,61.5,1,1
2215040,4095,4095,0.0,0.0,80.5,61.5,1,1
2215140,4095,4095,0.0,0.0,80.5,61.5,1,1
2215240,4095,4095,0.0,0.0,80.5,61.5,1,1
2215340,4095,4095,0.0,0.0,80.5,61.5,1,1
2215440,4082,3993,0.0,0.0,80.5,61.5,1,1
2215540,4095,4095,0.0,0.0,80.5,61.5,1,1
2215640,4095,4087,0.0,0.0,80.5,61.5,1,1
2215740,4095,4053,0.0,0.0,80.5,61.5,1,1
2215840,4095,4085,0.0,0.0,80.5,61.5,1,1
2215940,4095,4095,0.0,0.0,80.5,61.5,1,1
2216040,4095,4095,0.0,0.0,80.5,61.5,1,1
2216140,4095,4095,0.0,0.0,80.5,61.5,1,1
2216240,4095,4095,0.0,0.0,80.5,61.5,1,1
2216340,4095,4095,0.0,0.0,80.5,61.5,1,1
2216440,4095,4095,0.0,0.0,80.5,61.5,1,1
2216540,4095,4095,0.0,0.0,80.5,61.5,1,1
2216640,4095,4082,0.0,0.0,80.5,61.5,1,1
2216740,4095,4095,0.0,0.0,80.5,61.5,1,1
2216840,4095,4095,0.0,0.0,80.5,61.5,1,1
2216940,4043,4095,0.0,0.0,80.5,61.5,1,1
2217040,4095,4095,0.0,0.0,80.5,61.5,1,1
2217140,4095,4095,0.0,0.0,80.5,61.5,1,1
2217240,4095,4095,0.0,0.0,80.5,61.5,1,1
2217340,4095,4095,0.0,0.0,80.5,61.5,1,1
2217440,4095,4095,0.0,0.0,80.5,61.5,1,1
2217540,4095,4095,0.0,0.0,80.5,61.5,1,1
2217640,4087,4095,0.0,0.0,80.5,61.5,1,1
2217740,4095,4095,0.0,0.0,80.5,61.5,1,1
2217840,4095,4095,0.0,0.0,80.5,61.5,1,1
2217940,4095,4095,0.0,0.0,80.5,61.5,1,1
2218040,4095,4095,0.0,0.0,80.5,61.5,1,1
2218140,4095,4081,0.0,0.0,80.5,61.5,1,1
2218240,4095,4051,0.0,0.0,80.5,61.5,1,1
2218340,4095,4095,0.0,0.0,80.5,61.5,1,1
2218440,4095,4095,0.0,0.0,80.5,61.5,1,1
2218540,4095,4091,0.0,0.0,80.5,61.5,1,1
2218640,4095,4063,0.0,0.0,80.5,61.5,1,1
2218740,4095,4095,0.0,0.0,80.5,61.5,1,1
2218840,4095,4095,0.0,0.0,80.5,61.5,1,1
2218940,4095,4042,0.0,0.0,80.5,61.5,1,1
2219040,4095,4095,0.0,0.0,80.5,61.5,1,1
2219140,4095,4095,0.0,0.0,80.5,61.5,1,1
2219240,4095,4095,0.0,0.0,80.5,61.5,1,1
2219340,4095,3989,0.0,0.0,80.5,61.5,1,1
2219440,4095,4095,0.0,0.0,80.5,61.5,1,1
2219540,4095,4095,0.0,0.0,80.5,61.5,1,1
2219640,4095,4095,0.0,0.0,80.5,61.5,1,1
2219740,4095,4095,0.0,0.0,80.5,61.5,1,1
2219840,4095,4095,0.0,0.0,80.5,61.5,1,1
2219940,4095,4095,0.0,0.0,80.5,61.5,1,1
2220040,4095,4070,0.0,0.0,80.5,61.5,1,1
2220140,4095,4095,0.0,0.0,80.5,61.5,1,1
2220240,4095,4095,0.0,0.0,80.5,61.5,1,1
2220340,4095,4095,0.0,0.0,80.5,61.5,1,1
2220440,4095,4095,0.0,0.0,80.5,61.5,1,1
2220540,4095,4095,0.0,0.0,80.5,61.5,1,1
2220640,4057,4095,0.0,0.0,80.5,61.5,1,1
2220740,4095,4095,0.0,0.0,80.5,61.5,1,1
2220840,4095,4083,0.0,0.0,80.5,61.5,1,1
2220940,4095,4095,0.0,0.0,80.5,61.5,1,1
2221040,4095,4095,0.0,0.0,80.5,61.5,1,1
2221140,4095,4095,0.0,0.0,80.5,61.5,1,1
2221240,4095,4095,0.0,0.0,80.5,61.5,1,1
2221340,4095,4095,0.0,0.0,80.5,61.5,1,1
2221440,4056,4095,0.0,0.0,80.5,61.5,1,1
2221540,4095,4081,0.0,0.0,80.5,61.5,1,1
2221640,4095,4095,0.0,0.0,80.5,61.5,1,1
2221740,4095,4080,0.0,0.0,80.5,61.5,1,1
2221840,3894,4095,0.0,0.0,80.5,61.5,1,1
2221940,4095,4095,0.0,0.0,80.5,61.5,1,1
2222040,4095,4095,0.0,0.0,80.5,61.5,1,1
2222140,4095,4095,0.0,0.0,80.5,61.5,1,1
2222240,4095,4091,0.0,0.0,80.5,61.5,1,1
2222340,4095,4016,0.0,0.0,80.5,61.5,1,1
2222440,4095,4095,0.0,0.0,80.5,61.5,1,1
2222540,4095,4095,0.0,0.0,80.5,61.5,1,1
2222640,3811,4085,0.0,0.0,80.5,61.5,1,1
